
****************************************

  MemTrackerLog 

       Apr 10 2021  
       11:03:12  

****************************************

External Libs: 

Leak(0)  16 bytes ref:1240 
Leak(2695)  200063 bytes ref:13254145 
Leak(2696)  16 bytes ref:13254178 
Leak(2697)  16 bytes ref:13254179 
Leak(2698)  16 bytes ref:13254180 
Leak(2699)  200063 bytes ref:13254181 
Leak(2700)  16 bytes ref:13254214 
Leak(2701)  16 bytes ref:13254215 
Leak(2702)  16 bytes ref:13254216 
Leak(2703)  200063 bytes ref:13254217 
Leak(2704)  16 bytes ref:13254250 
Leak(2705)  16 bytes ref:13254251 
Leak(2706)  16 bytes ref:13254252 
Leak(2707)  200063 bytes ref:13254253 
Leak(2708)  16 bytes ref:13254286 
Leak(2709)  16 bytes ref:13254287 
Leak(2710)  16 bytes ref:13254288 
Leak(2711)  200063 bytes ref:13254289 
Leak(2712)  16 bytes ref:13254322 
Leak(2713)  16 bytes ref:13254323 
Leak(2714)  16 bytes ref:13254324 
Leak(2715)  200063 bytes ref:13254325 
Leak(2716)  16 bytes ref:13254358 
Leak(2717)  16 bytes ref:13254359 
Leak(2718)  16 bytes ref:13254360 
Leak(2719)  200063 bytes ref:13254361 
Leak(2720)  16 bytes ref:13254394 
Leak(2721)  16 bytes ref:13254395 
Leak(2722)  16 bytes ref:13254396 
Leak(2723)  200063 bytes ref:13254397 
Leak(2724)  16 bytes ref:13254430 
Leak(2725)  16 bytes ref:13254431 
Leak(2726)  16 bytes ref:13254432 
Leak(2727)  200063 bytes ref:13254433 
Leak(2728)  16 bytes ref:13259983 
Leak(2729)  16 bytes ref:13259984 
Leak(2730)  16 bytes ref:13259985 
Leak(2731)  200063 bytes ref:13259986 
Leak(2732)  16 bytes ref:13260019 
Leak(2733)  16 bytes ref:13260020 
Leak(2734)  16 bytes ref:13260021 
Leak(2735)  200063 bytes ref:13260022 
Leak(2736)  16 bytes ref:13260055 
Leak(2737)  16 bytes ref:13260056 
Leak(2738)  16 bytes ref:13260057 
Leak(2739)  200063 bytes ref:13260058 
Leak(2740)  16 bytes ref:13260091 
Leak(2741)  16 bytes ref:13260092 
Leak(2742)  16 bytes ref:13260093 
Leak(2743)  200063 bytes ref:13260094 
Leak(2744)  16 bytes ref:13260127 
Leak(2745)  16 bytes ref:13260128 
Leak(2746)  16 bytes ref:13260129 
Leak(2747)  200063 bytes ref:13260130 
Leak(2748)  16 bytes ref:13260163 
Leak(2749)  16 bytes ref:13260164 
Leak(2750)  16 bytes ref:13260165 
Leak(2751)  200063 bytes ref:13260166 
Leak(2752)  16 bytes ref:13260199 
Leak(2753)  16 bytes ref:13260200 
Leak(2754)  16 bytes ref:13260201 
Leak(2755)  200063 bytes ref:13260202 
Leak(2756)  16 bytes ref:13260235 
Leak(2757)  16 bytes ref:13260236 
Leak(2758)  16 bytes ref:13260237 
Leak(2759)  200063 bytes ref:13260238 
Leak(2760)  16 bytes ref:13260271 
Leak(2761)  16 bytes ref:13260272 
Leak(2762)  16 bytes ref:13260273 
Leak(2763)  200063 bytes ref:13260274 
Leak(2764)  16 bytes ref:13260307 
Leak(2765)  16 bytes ref:13260308 
Leak(2766)  16 bytes ref:13260309 
Leak(2767)  200063 bytes ref:13260310 
Leak(2768)  16 bytes ref:13260343 
Leak(2769)  16 bytes ref:13260344 
Leak(2770)  16 bytes ref:13260345 
Leak(2771)  200063 bytes ref:13260346 

Memory Tracking Stats:

     Application files: 
                num of leaks: 0 
          total bytes leaked: 0 

     External Libs: 
                num of leaks: 2772 
          total bytes leaked: 22234806 
          largest individual: Leak(839) size: 200063 

CRT Debug Stats: 

    0 bytes in 0 Free Blocks 
    22234806 bytes in 2772 Normal Blocks 
    33892 bytes in 127 CRT Blocks 
    0 bytes in 0 Ignore Blocks 
    0 bytes in 0 Client Blocks 
